"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.33"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.05"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.05"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.02"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.09"
"Female","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.19"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.08"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.29"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.04"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.02"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.05"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.11"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.06"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.20"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.03"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.03"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.05"
"Female","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.01"
"Female","No","Young Adult","Elevated","Normal","At-Risk","0","0.00","0.25"
"Female","No","Young Adult","Elevated","Normal","Dangerous","0","0.00","0.14"
"Female","No","Young Adult","Elevated","Normal","Heart-Healthy","0","0.00","0.44"
"Female","No","Young Adult","Elevated","Normal","Very High","0","0.00","0.06"
"Female","No","Young Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.03"
"Female","No","Young Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.02"
"Female","No","Young Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.06"
"Female","No","Young Adult","Elevated","Obese Class 1","Very High","0","0.00","0.01"
"Female","No","Young Adult","Elevated","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Elevated","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Elevated","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Female","No","Young Adult","Elevated","Obese Class 3","At-Risk","0","0.00","0.01"
"Female","No","Young Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Female","No","Young Adult","Elevated","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Young Adult","Elevated","Overweight","At-Risk","0","0.00","0.19"
"Female","No","Young Adult","Elevated","Overweight","Dangerous","0","0.00","0.10"
"Female","No","Young Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.29"
"Female","No","Young Adult","Elevated","Overweight","Very High","0","0.00","0.04"
"Female","No","Young Adult","Elevated","Underweight","At-Risk","0","0.00","0.04"
"Female","No","Young Adult","Elevated","Underweight","Dangerous","0","0.00","0.02"
"Female","No","Young Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.08"
"Female","No","Young Adult","Elevated","Underweight","Very High","0","0.00","0.01"
"Female","No","Young Adult","Healthy","Normal","At-Risk","0","0.00","0.58"
"Female","No","Young Adult","Healthy","Normal","Dangerous","0","0.00","0.32"
"Female","No","Young Adult","Healthy","Normal","Heart-Healthy","0","0.00","1.00"
"Female","No","Young Adult","Healthy","Normal","Very High","0","0.00","0.13"
"Female","No","Young Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.07"
"Female","No","Young Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.05"
"Female","No","Young Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.12"
"Female","No","Young Adult","Healthy","Obese Class 1","Very High","0","0.00","0.02"
"Female","No","Young Adult","Healthy","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.01"
"Female","No","Young Adult","Healthy","Obese Class 2","Very High","0","0.00","0.00"
"Female","No","Young Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.02"
"Female","No","Young Adult","Healthy","Obese Class 3","Dangerous","0","0.00","0.01"
"Female","No","Young Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.03"
"Female","No","Young Adult","Healthy","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Young Adult","Healthy","Overweight","At-Risk","0","0.00","0.37"
"Female","No","Young Adult","Healthy","Overweight","Dangerous","0","0.00","0.20"
"Female","No","Young Adult","Healthy","Overweight","Heart-Healthy","0","0.00","0.67"
"Female","No","Young Adult","Healthy","Overweight","Very High","0","0.00","0.08"
"Female","No","Young Adult","Healthy","Underweight","At-Risk","0","0.00","0.09"
"Female","No","Young Adult","Healthy","Underweight","Dangerous","0","0.00","0.05"
"Female","No","Young Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.16"
"Female","No","Young Adult","Healthy","Underweight","Very High","0","0.00","0.02"
"Female","No","Young Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.04"
"Female","No","Young Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.02"
"Female","No","Young Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.06"
"Female","No","Young Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.01"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 1","Very High","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 2","Very High","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 3","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 3","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.02"
"Female","No","Young Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.02"
"Female","No","Young Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.04"
"Female","No","Young Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.01"
"Female","No","Young Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.01"
"Female","No","Young Adult","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.17"
"Female","No","Young Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.10"
"Female","No","Young Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.29"
"Female","No","Young Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.04"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.02"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.04"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Female","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Young Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.11"
"Female","No","Young Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.06"
"Female","No","Young Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.19"
"Female","No","Young Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.02"
"Female","No","Young Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.03"
"Female","No","Young Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Female","No","Young Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.05"
"Female","No","Young Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.10"
"Female","No","Young Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.06"
"Female","No","Young Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.18"
"Female","No","Young Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.02"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.01"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.02"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Female","No","Young Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.06"
"Female","No","Young Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.04"
"Female","No","Young Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.12"
"Female","No","Young Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.02"
"Female","No","Young Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.02"
"Female","No","Young Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Female","No","Young Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.03"
"Female","No","Young Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Female","Yes","Adolescent","Elevated","Normal","At-Risk","31","100.00","0.01"
"Female","Yes","Adolescent","Elevated","Normal","Dangerous","20","100.00","0.01"
"Female","Yes","Adolescent","Elevated","Normal","Heart-Healthy","72","100.00","0.03"
"Female","Yes","Adolescent","Elevated","Normal","Very High","11","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 1","At-Risk","3","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 1","Dangerous","3","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 1","Heart-Healthy","6","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 2","At-Risk","1","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 3","At-Risk","1","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 3","Dangerous","3","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Obese Class 3","Heart-Healthy","3","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Overweight","At-Risk","27","100.00","0.01"
"Female","Yes","Adolescent","Elevated","Overweight","Dangerous","14","100.00","0.01"
"Female","Yes","Adolescent","Elevated","Overweight","Heart-Healthy","62","100.00","0.02"
"Female","Yes","Adolescent","Elevated","Overweight","Very High","9","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Underweight","At-Risk","2","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Underweight","Dangerous","5","100.00","0.00"
"Female","Yes","Adolescent","Elevated","Underweight","Heart-Healthy","15","100.00","0.01"
"Female","Yes","Adolescent","Elevated","Underweight","Very High","1","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Normal","At-Risk","103","100.00","0.04"
"Female","Yes","Adolescent","Healthy","Normal","Dangerous","47","100.00","0.02"
"Female","Yes","Adolescent","Healthy","Normal","Heart-Healthy","173","100.00","0.06"
"Female","Yes","Adolescent","Healthy","Normal","Very High","15","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Obese Class 1","At-Risk","15","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Obese Class 1","Dangerous","8","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 1","Heart-Healthy","22","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Obese Class 1","Very High","2","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 2","At-Risk","1","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 2","Dangerous","2","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 3","At-Risk","2","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 3","Dangerous","3","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Obese Class 3","Heart-Healthy","4","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Overweight","At-Risk","69","100.00","0.03"
"Female","Yes","Adolescent","Healthy","Overweight","Dangerous","38","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Overweight","Heart-Healthy","97","100.00","0.04"
"Female","Yes","Adolescent","Healthy","Overweight","Very High","16","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Underweight","At-Risk","16","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Underweight","Dangerous","6","100.00","0.00"
"Female","Yes","Adolescent","Healthy","Underweight","Heart-Healthy","32","100.00","0.01"
"Female","Yes","Adolescent","Healthy","Underweight","Very High","5","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Normal","At-Risk","7","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Normal","Dangerous","4","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Normal","Heart-Healthy","13","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Obese Class 1","At-Risk","2","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Obese Class 1","Dangerous","2","100.00","0.00"
"Female","Yes","Adolescent","Hypertensive Crisis","Obese Class 1","Heart-Healthy","2","100.00","0.00"
